Data,Hora,Incidencia_Luz,Umidade_Solo,Temperatura,Umidade_Ar,Chuva,Pressao_Atmosferica,Altitude
2024-10-09,15:57:12,431.0,42.0,26.55,76.0,54.0,101188.0,11.0
2024-10-09,15:57:13,431.0,41.0,26.55,76.0,62.0,101194.0,11.0
2024-10-09,15:57:14,431.0,41.0,26.55,76.0,54.0,101189.0,10.0
2024-10-09,15:57:15,431.0,41.0,26.55,76.0,62.0,101187.0,10.0
2024-10-09,15:57:17,431.0,41.0,26.55,76.0,54.0,101195.0,10.0
2024-10-09,15:57:18,431.0,41.0,26.55,76.0,62.0,101192.0,10.0
2024-10-09,15:57:19,431.0,42.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:57:20,431.0,42.0,26.55,76.0,62.0,101191.0,10.0
2024-10-09,15:57:21,432.0,42.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:57:22,432.0,41.0,26.55,76.0,63.0,101191.0,10.0
2024-10-09,15:57:23,432.0,41.0,26.55,76.0,54.0,101194.0,10.0
2024-10-09,15:57:24,432.0,41.0,26.55,76.0,62.0,101192.0,10.0
2024-10-09,15:57:25,432.0,41.0,26.55,76.0,54.0,101198.0,10.0
2024-10-09,15:57:26,432.0,41.0,26.55,76.0,63.0,101186.0,10.0
2024-10-09,15:57:27,432.0,41.0,26.55,76.0,54.0,101195.0,10.0
2024-10-09,15:57:29,433.0,42.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:57:30,433.0,42.0,26.55,76.0,54.0,101199.0,10.0
2024-10-09,15:57:31,432.0,41.0,26.55,76.0,63.0,101198.0,10.0
2024-10-09,15:57:32,432.0,41.0,26.55,76.0,54.0,101197.0,10.0
2024-10-09,15:57:33,433.0,41.0,26.55,76.0,62.0,101187.0,11.0
2024-10-09,15:57:34,433.0,42.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:57:35,433.0,41.0,26.55,76.0,62.0,101189.0,10.0
2024-10-09,15:57:36,433.0,41.0,26.55,76.0,54.0,101193.0,11.0
2024-10-09,15:57:37,433.0,41.0,26.55,76.0,63.0,101195.0,11.0
2024-10-09,15:57:38,433.0,41.0,26.55,76.0,54.0,101194.0,11.0
2024-10-09,15:57:39,434.0,41.0,26.55,76.0,63.0,101192.0,10.0
2024-10-09,15:57:41,433.0,41.0,26.55,76.0,54.0,101191.0,11.0
2024-10-09,15:57:42,434.0,42.0,26.55,76.0,63.0,101197.0,11.0
2024-10-09,15:57:43,434.0,42.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:57:44,433.0,41.0,26.55,76.0,63.0,101191.0,11.0
2024-10-09,15:57:45,434.0,42.0,26.55,76.0,54.0,101187.0,10.0
2024-10-09,15:57:46,434.0,41.0,26.55,76.0,62.0,101187.0,10.0
2024-10-09,15:57:47,434.0,41.0,26.55,76.0,54.0,101195.0,10.0
2024-10-09,15:57:48,434.0,41.0,26.55,76.0,62.0,101193.0,10.0
2024-10-09,15:57:49,434.0,42.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:57:50,434.0,41.0,26.55,76.0,63.0,101197.0,10.0
2024-10-09,15:57:51,434.0,41.0,26.55,76.0,54.0,101192.0,11.0
2024-10-09,15:57:52,435.0,41.0,26.55,76.0,63.0,101191.0,10.0
2024-10-09,15:57:54,434.0,42.0,26.55,76.0,54.0,101195.0,11.0
2024-10-09,15:57:55,435.0,42.0,26.55,76.0,62.0,101191.0,10.0
2024-10-09,15:57:56,435.0,42.0,26.55,76.0,54.0,101190.0,11.0
2024-10-09,15:57:57,435.0,42.0,26.55,76.0,62.0,101191.0,10.0
2024-10-09,15:57:58,435.0,41.0,26.55,76.0,54.0,101197.0,10.0
2024-10-09,15:57:59,435.0,42.0,26.55,76.0,63.0,101192.0,10.0
2024-10-09,15:58:00,435.0,41.0,26.55,76.0,55.0,101195.0,10.0
2024-10-09,15:58:01,435.0,42.0,26.55,76.0,63.0,101190.0,11.0
2024-10-09,15:58:02,436.0,42.0,26.55,76.0,54.0,101195.0,10.0
2024-10-09,15:58:03,436.0,41.0,26.55,76.0,63.0,101193.0,11.0
2024-10-09,15:58:04,436.0,41.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:58:06,436.0,41.0,26.55,76.0,63.0,101194.0,11.0
2024-10-09,15:58:07,436.0,41.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:58:08,436.0,42.0,26.55,76.0,62.0,101193.0,11.0
2024-10-09,15:58:09,436.0,41.0,26.5,76.0,54.0,101191.0,11.0
2024-10-09,15:58:10,437.0,42.0,26.55,76.0,62.0,101190.0,10.0
2024-10-09,15:58:11,437.0,41.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:58:12,437.0,41.0,26.55,76.0,62.0,101184.0,10.0
2024-10-09,15:58:13,437.0,42.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:58:14,437.0,42.0,26.55,76.0,62.0,101196.0,10.0
2024-10-09,15:58:15,437.0,42.0,26.55,76.0,54.0,101187.0,11.0
2024-10-09,15:58:16,437.0,41.0,26.55,76.0,62.0,101189.0,10.0
2024-10-09,15:58:18,438.0,41.0,26.55,76.0,54.0,101196.0,10.0
2024-10-09,15:58:19,438.0,42.0,26.5,76.0,62.0,101194.0,11.0
2024-10-09,15:58:20,438.0,42.0,26.5,76.0,54.0,101193.0,10.0
2024-10-09,15:58:21,438.0,41.0,26.55,76.0,62.0,101193.0,10.0
2024-10-09,15:58:22,438.0,42.0,26.55,76.0,54.0,101196.0,10.0
2024-10-09,15:58:23,438.0,41.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:58:24,438.0,41.0,26.55,76.0,54.0,101194.0,10.0
2024-10-09,15:58:25,439.0,42.0,26.55,76.0,62.0,101189.0,10.0
2024-10-09,15:58:26,439.0,41.0,26.55,76.0,54.0,101189.0,11.0
2024-10-09,15:58:27,439.0,42.0,26.55,76.0,63.0,101191.0,11.0
2024-10-09,15:58:28,439.0,41.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:58:30,439.0,42.0,26.55,76.0,63.0,101192.0,11.0
2024-10-09,15:58:31,439.0,41.0,26.55,76.0,54.0,101191.0,11.0
2024-10-09,15:58:32,439.0,42.0,26.55,76.0,62.0,101190.0,10.0
2024-10-09,15:58:33,439.0,41.0,26.55,76.0,54.0,101191.0,11.0
2024-10-09,15:58:34,439.0,42.0,26.55,76.0,62.0,101189.0,10.0
2024-10-09,15:58:35,439.0,41.0,26.55,76.0,54.0,101189.0,10.0
2024-10-09,15:58:36,440.0,41.0,26.55,76.0,63.0,101194.0,11.0
2024-10-09,15:58:37,440.0,42.0,26.55,76.0,54.0,101199.0,10.0
2024-10-09,15:58:38,440.0,41.0,26.55,76.0,62.0,101191.0,10.0
2024-10-09,15:58:39,440.0,42.0,26.55,76.0,54.0,101192.0,11.0
2024-10-09,15:58:40,441.0,42.0,26.55,76.0,62.0,101197.0,11.0
2024-10-09,15:58:41,441.0,42.0,26.55,76.0,54.0,101188.0,10.0
2024-10-09,15:58:43,441.0,41.0,26.55,76.0,63.0,101195.0,10.0
2024-10-09,15:58:44,441.0,41.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,15:58:45,441.0,41.0,26.55,76.0,63.0,101188.0,11.0
2024-10-09,15:58:46,441.0,41.0,26.55,76.0,54.0,101189.0,11.0
2024-10-09,15:58:47,441.0,41.0,26.55,76.0,62.0,101187.0,10.0
2024-10-09,15:58:48,442.0,41.0,26.55,76.0,54.0,101189.0,10.0
2024-10-09,15:58:49,442.0,42.0,26.55,76.0,62.0,101188.0,11.0
2024-10-09,15:58:50,442.0,42.0,26.55,76.0,54.0,101200.0,10.0
2024-10-09,15:58:51,442.0,42.0,26.55,76.0,62.0,101190.0,11.0
2024-10-09,15:58:52,443.0,41.0,26.55,76.0,54.0,101192.0,11.0
2024-10-09,15:58:53,443.0,42.0,26.55,76.0,63.0,101189.0,10.0
2024-10-09,15:58:55,442.0,42.0,26.55,76.0,54.0,101187.0,10.0
2024-10-09,15:58:56,443.0,41.0,26.55,76.0,62.0,101196.0,10.0
2024-10-09,15:58:57,443.0,41.0,26.55,76.0,54.0,101184.0,11.0
2024-10-09,15:58:58,443.0,41.0,26.55,76.0,63.0,101194.0,10.0
2024-10-09,15:58:59,443.0,42.0,26.55,76.0,54.0,101195.0,11.0
2024-10-09,15:59:00,444.0,42.0,26.55,76.0,62.0,101188.0,11.0
2024-10-09,15:59:01,443.0,42.0,26.55,76.0,54.0,101189.0,10.0
2024-10-09,15:59:02,444.0,41.0,26.55,76.0,62.0,101193.0,11.0
2024-10-09,15:59:03,444.0,41.0,26.55,76.0,53.0,101192.0,10.0
2024-10-09,15:59:04,444.0,41.0,26.55,76.0,62.0,101192.0,10.0
2024-10-09,15:59:05,444.0,42.0,26.55,76.0,54.0,101193.0,11.0
2024-10-09,15:59:07,444.0,41.0,26.55,76.0,63.0,101189.0,11.0
2024-10-09,15:59:08,445.0,41.0,26.55,76.0,54.0,101193.0,10.0
2024-10-09,15:59:09,445.0,42.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:59:10,445.0,41.0,26.55,76.0,54.0,101191.0,11.0
2024-10-09,15:59:11,445.0,42.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:59:12,445.0,42.0,26.55,76.0,54.0,101191.0,11.0
2024-10-09,15:59:13,445.0,42.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:59:14,446.0,41.0,26.55,76.0,54.0,101186.0,10.0
2024-10-09,15:59:15,446.0,41.0,26.55,76.0,62.0,101193.0,10.0
2024-10-09,15:59:16,446.0,42.0,26.55,76.0,54.0,101189.0,11.0
2024-10-09,15:59:17,446.0,42.0,26.55,76.0,62.0,101189.0,11.0
2024-10-09,15:59:19,446.0,42.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:59:20,446.0,41.0,26.55,76.0,62.0,101191.0,11.0
2024-10-09,15:59:21,447.0,41.0,26.55,76.0,54.0,101192.0,11.0
2024-10-09,15:59:22,447.0,41.0,26.55,76.0,62.0,101188.0,11.0
2024-10-09,15:59:23,447.0,41.0,26.55,76.0,54.0,101191.0,10.0
2024-10-09,15:59:24,447.0,42.0,26.5,76.0,62.0,101194.0,10.0
2024-10-09,15:59:25,447.0,42.0,26.55,76.0,54.0,101194.0,11.0
2024-10-09,15:59:26,447.0,41.0,26.55,76.0,62.0,101189.0,11.0
2024-10-09,15:59:27,448.0,42.0,26.5,76.0,54.0,101192.0,11.0
2024-10-09,15:59:28,448.0,42.0,26.55,76.0,62.0,101192.0,11.0
2024-10-09,15:59:29,448.0,42.0,26.55,76.0,54.0,101192.0,11.0
2024-10-09,15:59:31,448.0,43.0,26.5,76.0,62.0,101185.0,11.0
2024-10-09,15:59:32,448.0,42.0,26.5,76.0,54.0,101194.0,11.0
2024-10-09,15:59:33,449.0,42.0,26.55,76.0,63.0,101187.0,10.0
2024-10-09,15:59:34,449.0,41.0,26.5,76.0,54.0,101189.0,10.0
2024-10-09,15:59:35,449.0,41.0,26.5,76.0,63.0,101194.0,10.0
2024-10-09,15:59:36,449.0,42.0,26.55,76.0,54.0,101188.0,11.0
2024-10-09,15:59:37,449.0,42.0,26.55,76.0,62.0,101190.0,10.0
2024-10-09,15:59:38,449.0,41.0,26.55,76.0,54.0,101184.0,11.0
2024-10-09,15:59:39,449.0,42.0,26.55,76.0,63.0,101188.0,10.0
2024-10-09,15:59:40,450.0,42.0,26.5,76.0,54.0,101199.0,10.0
2024-10-09,15:59:41,450.0,42.0,26.5,76.0,62.0,101192.0,10.0
2024-10-09,15:59:42,450.0,42.0,26.55,76.0,54.0,101193.0,11.0
2024-10-09,15:59:44,450.0,42.0,26.55,76.0,62.0,101189.0,10.0
2024-10-09,15:59:45,450.0,42.0,26.5,76.0,54.0,101191.0,11.0
2024-10-09,15:59:46,451.0,43.0,26.5,76.0,63.0,101192.0,10.0
2024-10-09,15:59:47,450.0,42.0,26.5,76.0,54.0,101196.0,11.0
2024-10-09,15:59:48,451.0,42.0,26.5,76.0,62.0,101193.0,11.0
2024-10-09,15:59:49,451.0,42.0,26.55,76.0,54.0,101190.0,10.0
2024-10-09,15:59:50,452.0,42.0,26.5,76.0,62.0,101202.0,10.0
2024-10-09,15:59:51,452.0,42.0,26.55,76.0,54.0,101201.0,10.0
2024-10-09,15:59:52,452.0,42.0,26.5,76.0,62.0,101193.0,10.0
2024-10-09,15:59:53,452.0,42.0,26.5,76.0,54.0,101193.0,10.0
2024-10-09,15:59:54,452.0,42.0,26.55,76.0,62.0,101197.0,11.0
2024-10-09,15:59:56,452.0,42.0,26.5,76.0,53.0,101191.0,11.0
2024-10-09,15:59:57,453.0,42.0,26.5,76.0,62.0,101191.0,10.0
2024-10-09,15:59:58,453.0,42.0,26.5,76.0,54.0,101200.0,11.0
2024-10-09,15:59:59,453.0,42.0,26.5,76.0,62.0,101190.0,10.0
2024-10-09,16:00:00,453.0,42.0,26.55,76.0,54.0,101195.0,10.0
2024-10-09,16:00:01,453.0,42.0,26.55,76.0,62.0,101193.0,10.0
2024-10-09,16:00:02,453.0,42.0,26.5,76.0,54.0,101195.0,11.0
2024-10-09,16:00:03,453.0,42.0,26.5,76.0,62.0,101196.0,11.0
2024-10-09,16:00:04,453.0,42.0,26.5,76.0,54.0,101196.0,10.0
2024-10-09,16:00:05,454.0,42.0,26.5,76.0,62.0,101192.0,11.0
2024-10-09,16:00:06,454.0,42.0,26.5,76.0,54.0,101196.0,10.0
2024-10-09,16:00:08,454.0,42.0,26.55,76.0,62.0,101199.0,10.0
2024-10-09,16:00:09,455.0,42.0,26.5,76.0,54.0,101196.0,10.0
2024-10-09,16:00:10,455.0,42.0,26.5,76.0,63.0,101192.0,10.0
2024-10-09,16:00:11,455.0,42.0,26.5,76.0,53.0,101199.0,10.0
2024-10-09,16:00:12,455.0,41.0,26.55,76.0,62.0,101197.0,10.0
2024-10-09,16:00:13,455.0,42.0,26.55,76.0,54.0,101192.0,10.0
2024-10-09,16:00:14,455.0,41.0,26.55,76.0,62.0,101193.0,11.0
2024-10-09,16:00:15,455.0,41.0,26.55,76.0,54.0,101190.0,10.0
2024-10-09,16:00:16,455.0,42.0,26.55,76.0,62.0,101196.0,10.0
2024-10-09,16:00:17,455.0,42.0,26.55,76.0,53.0,101195.0,11.0
2024-10-09,16:00:18,456.0,42.0,26.55,76.0,62.0,101198.0,10.0
2024-10-09,16:00:20,456.0,41.0,26.55,76.0,54.0,101194.0,10.0
2024-10-09,16:00:21,456.0,42.0,26.55,76.0,62.0,101194.0,10.0
